ReactionID	Flux	Equation	EC	Kcat_MW	E
R650_num8	0.0	C110COA_x + fad_x + h_x --> C11DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	2045.777	0.0
R650_num7	0.0	C110COA_x + fad_x + h_x --> C11DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	352.291	0.0
R650_num6	0.0	C110COA_x + fad_x + h_x --> C11DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	197.231	0.0
R650_num5	0.0	C110COA_x + fad_x + h_x --> C11DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	2418.476	0.0
R650_num4	0.0	C110COA_x + fad_x + h_x --> C11DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	569.99	0.0
R650_num3	0.0	C110COA_x + fad_x + h_x --> C11DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	1428.869	0.0
R650_num2	0.0	C110COA_x + fad_x + h_x --> C11DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	220.809	0.0
R649_num8	0.0	fad_x + h_x + trdcalcoa_x --> C13DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	2045.777	0.0
R649_num7	0.0	fad_x + h_x + trdcalcoa_x --> C13DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	352.291	0.0
R649_num6	0.0	fad_x + h_x + trdcalcoa_x --> C13DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	197.231	0.0
R649_num5	0.0	fad_x + h_x + trdcalcoa_x --> C13DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	2418.476	0.0
R1237_num2	0.0	2.0 amet_c + uppg3_c --> 2.0 ahcys_c + dscl_c + h_c	2.1.1.107	411.783	0.0
R649_num4	0.0	fad_x + h_x + trdcalcoa_x --> C13DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	569.99	0.0
R649_num3	0.0	fad_x + h_x + trdcalcoa_x --> C13DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	1428.869	0.0
R649_num2	0.0	fad_x + h_x + trdcalcoa_x --> C13DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	220.809	0.0
R648_num8	0.0	fad_x + h_x + pentdcoa_x --> C15DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	2045.777	0.0
R648_num7	0.0	fad_x + h_x + pentdcoa_x --> C15DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	352.291	0.0
R645_num7	0.0	fad_x + h_x + stcoa_x --> fadh2_x + od2coa_x	1.3.8.7,1.3.8.8	362.936	0.0
R645_num5	0.0	fad_x + h_x + stcoa_x --> fadh2_x + od2coa_x	1.3.8.7,1.3.8.8	2278.688	0.0
R651_num3	0.0	fad_x + h_x + nndccoa_x --> C9DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	1428.869	0.0
R641_num4	0.0	fad_m + h_m + ppcoa_m --> fadh2_m + prpncoa_m		1333.436	0.0
R641_num2	0.0	fad_m + h_m + ppcoa_m --> fadh2_m + prpncoa_m		941.877	0.0
R640_num2	0.0	C4HCOA_x + nad_x --> aacoa_x + h_x + nadh_x	1.1.1.35	722.551	0.0
R639_num2	0.0	3hbcoa_m + nad_m --> aacoa_m + h_m + nadh_m	1.1.1.35	680.192	0.0
R638_num7	0.0	b2coa_m + h2o_m --> 3hbcoa_m	4.2.1.17	686.796	0.0
R638_num6	0.0	b2coa_m + h2o_m --> 3hbcoa_m	4.2.1.17	550.225	0.0
R638_num5	0.0	b2coa_m + h2o_m --> 3hbcoa_m	4.2.1.17	640.876	0.0
R638_num4	0.0	b2coa_m + h2o_m --> 3hbcoa_m	4.2.1.17	836.142	0.0
R638_num3	0.0	b2coa_m + h2o_m --> 3hbcoa_m	4.2.1.17	593.903	0.0
R638_num2	0.0	b2coa_m + h2o_m --> 3hbcoa_m	4.2.1.17	177.025	0.0
R637_num6	0.0	butcoa_x + fad_x + h_x --> b2coa_x + fadh2_x	1.3.3.6,1.3.8.1,1.3.8.7,1.3.99.-	2045.776	0.0
R637_num5	0.0	butcoa_x + fad_x + h_x --> b2coa_x + fadh2_x	1.3.3.6,1.3.8.1,1.3.8.7,1.3.99.-	352.291	0.0
R637_num4	0.0	butcoa_x + fad_x + h_x --> b2coa_x + fadh2_x	1.3.3.6,1.3.8.1,1.3.8.7,1.3.99.-	2418.476	0.0
R637_num3	0.0	butcoa_x + fad_x + h_x --> b2coa_x + fadh2_x	1.3.3.6,1.3.8.1,1.3.8.7,1.3.99.-	569.99	0.0
R637_num2	0.0	butcoa_x + fad_x + h_x --> b2coa_x + fadh2_x	1.3.3.6,1.3.8.1,1.3.8.7,1.3.99.-	1428.869	0.0
R636_num6	0.0	btcoa_m + fad_m + h_m --> b2coa_m + fadh2_m	1.3.3.6,1.3.8.1,1.3.8.7,1.3.99.-	1870.995	0.0
R636_num5	0.0	btcoa_m + fad_m + h_m --> b2coa_m + fadh2_m	1.3.3.6,1.3.8.1,1.3.8.7,1.3.99.-	373.902	0.0
R636_num4	0.0	btcoa_m + fad_m + h_m --> b2coa_m + fadh2_m	1.3.3.6,1.3.8.1,1.3.8.7,1.3.99.-	2146.979	0.0
R641_num3	0.0	fad_m + h_m + ppcoa_m --> fadh2_m + prpncoa_m		333.546	0.0
R641_num5	0.0	fad_m + h_m + ppcoa_m --> fadh2_m + prpncoa_m		225.411	0.0
R645_num4	0.0	fad_x + h_x + stcoa_x --> fadh2_x + od2coa_x	1.3.8.7,1.3.8.8	553.273	0.0
R641_num6	0.0	fad_m + h_m + ppcoa_m --> fadh2_m + prpncoa_m		1233.315	0.0
R645_num3	0.0	fad_x + h_x + stcoa_x --> fadh2_x + od2coa_x	1.3.8.7,1.3.8.8	1160.094	0.0
R645_num2	0.0	fad_x + h_x + stcoa_x --> fadh2_x + od2coa_x	1.3.8.7,1.3.8.8	263.99	0.0
R644_num8	0.0	C200COA_x + fad_x + h_x --> C20DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	2045.777	0.0
R644_num7	0.0	C200COA_x + fad_x + h_x --> C20DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	352.291	0.0
R644_num6	0.0	C200COA_x + fad_x + h_x --> C20DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	197.231	0.0
R644_num5	0.0	C200COA_x + fad_x + h_x --> C20DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	2418.476	0.0
R644_num4	0.0	C200COA_x + fad_x + h_x --> C20DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	569.99	0.0
R644_num3	0.0	C200COA_x + fad_x + h_x --> C20DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	1428.869	0.0
R644_num2	0.0	C200COA_x + fad_x + h_x --> C20DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	220.809	0.0
R643_num5	0.0	aacoa_x + coa_x --> 2.0 accoa_x	2.3.1.9,2.3.1.16	218.097	0.0
R643_num4	0.0	aacoa_x + coa_x --> 2.0 accoa_x	2.3.1.9,2.3.1.16	131.802	0.0
R643_num3	0.0	aacoa_x + coa_x --> 2.0 accoa_x	2.3.1.9,2.3.1.16	259.388	0.0
R643_num2	0.0	aacoa_x + coa_x --> 2.0 accoa_x	2.3.1.9,2.3.1.16	276.931	0.0
R642_num5	0.0	2.0 accoa_c --> aacoa_c + coa_c	2.3.1.9,2.3.1.16	148.108	0.0
R642_num4	0.0	2.0 accoa_c --> aacoa_c + coa_c	2.3.1.9,2.3.1.16	103.876	0.0
R642_num3	0.0	2.0 accoa_c --> aacoa_c + coa_c	2.3.1.9,2.3.1.16	134.755	0.0
R642_num2	0.0	2.0 accoa_c --> aacoa_c + coa_c	2.3.1.9,2.3.1.16	135.553	0.0
R651_num2	0.0	fad_x + h_x + nndccoa_x --> C9DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	220.809	0.0
R651_num4	0.0	fad_x + h_x + nndccoa_x --> C9DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	569.99	0.0
R803_num2	0.0	CPD_6262_c + h2o_c --> S_SUBSTITUTED_L_CYSTEINES_c + gly_c		845.795	0.0
R668_num4	0.0	C13DCOA_x + h2o_x --> C13HCOA_x	4.2.1.17,4.2.1.74	1428.869	0.0
R668_num2	0.0	C13DCOA_x + h2o_x --> C13HCOA_x	4.2.1.17,4.2.1.74	351.066	0.0
R667_num3	0.0	C15OCOA_x + coa_x --> accoa_x + trdcalcoa_x	2.3.1.16	784.461	0.0
R667_num2	0.0	C15OCOA_x + coa_x --> accoa_x + trdcalcoa_x	2.3.1.16	828.282	0.0
R1216_num2	0.0	atp_m + cinnm_m + coa_m --> CINNAMOYL_COA_m + amp_m + ppi_m		249.937	0.0
R666_num2	0.0	C15HCOA_x + nad_x --> C15OCOA_x + h_x + nadh_x	1.1.1.35,1.1.1.211	722.551	0.0
R665_num7	0.0	C15DCOA_x + h2o_x --> C15HCOA_x	4.2.1.17,4.2.1.74	821.104	0.0
R665_num6	0.0	C15DCOA_x + h2o_x --> C15HCOA_x	4.2.1.17,4.2.1.74	763.402	0.0
R665_num5	0.0	C15DCOA_x + h2o_x --> C15HCOA_x	4.2.1.17,4.2.1.74	722.551	0.0
R665_num4	0.0	C15DCOA_x + h2o_x --> C15HCOA_x	4.2.1.17,4.2.1.74	1428.869	0.0
R665_num3	0.0	C15DCOA_x + h2o_x --> C15HCOA_x	4.2.1.17,4.2.1.74	900.976	0.0
R665_num2	0.0	C15DCOA_x + h2o_x --> C15HCOA_x	4.2.1.17,4.2.1.74	351.066	0.0
R1217_num2	0.0	atp_x + cinnm_x + coa_x --> CINNAMOYL_COA_x + amp_x + ppi_x		194.974	0.0
R664_num3	0.0	C17OCOA_x + coa_x --> accoa_x + pentdcoa_x	2.3.1.16	784.461	0.0
R664_num2	0.0	C17OCOA_x + coa_x --> accoa_x + pentdcoa_x	2.3.1.16	828.282	0.0
R663_num2	0.0	C17HCOA_x + nad_x --> C17OCOA_x + h_x + nadh_x	1.1.1.35,1.1.1.211	722.551	0.0
R662_num7	0.0	C17DCOA_x + h2o_x --> C17HCOA_x	4.2.1.17,4.2.1.74	821.104	0.0
R662_num6	0.0	C17DCOA_x + h2o_x --> C17HCOA_x	4.2.1.17,4.2.1.74	763.402	0.0
R668_num3	0.0	C13DCOA_x + h2o_x --> C13HCOA_x	4.2.1.17,4.2.1.74	900.976	0.0
R668_num5	0.0	C13DCOA_x + h2o_x --> C13HCOA_x	4.2.1.17,4.2.1.74	722.551	0.0
R662_num4	0.0	C17DCOA_x + h2o_x --> C17HCOA_x	4.2.1.17,4.2.1.74	1428.869	0.0
R668_num6	0.0	C13DCOA_x + h2o_x --> C13HCOA_x	4.2.1.17,4.2.1.74	763.402	0.0
R674_num4	0.0	C9DCOA_x + h2o_x --> C9HCOA_x	4.2.1.17,4.2.1.74	1428.869	0.0
R674_num3	0.0	C9DCOA_x + h2o_x --> C9HCOA_x	4.2.1.17,4.2.1.74	900.976	0.0
R1213_num2	0.0	atp_c + cinnm_c + coa_c --> CINNAMOYL_COA_c + amp_c + ppi_c		166.805	0.0
R674_num2	0.0	C9DCOA_x + h2o_x --> C9HCOA_x	4.2.1.17,4.2.1.74	351.066	0.0
R673_num3	0.0	C11OCOA_x + coa_x --> accoa_x + nndccoa_x	2.3.1.16	784.461	0.0
R673_num2	0.0	C11OCOA_x + coa_x --> accoa_x + nndccoa_x	2.3.1.16	828.282	0.0
R672_num2	0.0	C11HCOA_x + nad_x --> C11OCOA_x + h_x + nadh_x	1.1.1.35,1.1.1.211	722.551	0.0
R671_num7	0.0	C11DCOA_x + h2o_x --> C11HCOA_x	4.2.1.17,4.2.1.74	821.104	0.0
R671_num6	0.0	C11DCOA_x + h2o_x --> C11HCOA_x	4.2.1.17,4.2.1.74	763.402	0.0
R671_num5	0.0	C11DCOA_x + h2o_x --> C11HCOA_x	4.2.1.17,4.2.1.74	722.551	0.0
R671_num4	0.0	C11DCOA_x + h2o_x --> C11HCOA_x	4.2.1.17,4.2.1.74	1428.869	0.0
R671_num3	0.0	C11DCOA_x + h2o_x --> C11HCOA_x	4.2.1.17,4.2.1.74	900.976	0.0
R671_num2	0.0	C11DCOA_x + h2o_x --> C11HCOA_x	4.2.1.17,4.2.1.74	351.066	0.0
R670_num3	0.0	C13OCOA_x + coa_x --> C110COA_x + accoa_x	2.3.1.16	784.461	0.0
R670_num2	0.0	C13OCOA_x + coa_x --> C110COA_x + accoa_x	2.3.1.16	828.282	0.0
R669_num2	0.0	C13HCOA_x + nad_x --> C13OCOA_x + h_x + nadh_x	1.1.1.35,1.1.1.211	722.551	0.0
R668_num7	0.0	C13DCOA_x + h2o_x --> C13HCOA_x	4.2.1.17,4.2.1.74	821.104	0.0
R662_num5	0.0	C17DCOA_x + h2o_x --> C17HCOA_x	4.2.1.17,4.2.1.74	722.551	0.0
R662_num3	0.0	C17DCOA_x + h2o_x --> C17HCOA_x	4.2.1.17,4.2.1.74	900.976	0.0
R651_num5	0.0	fad_x + h_x + nndccoa_x --> C9DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	2418.476	0.0
R654_num3	0.0	C20DCOA_x + h2o_x --> 3heicoscoa_x	4.2.1.17,4.2.1.74	900.976	0.0
R653_num8	0.0	fad_x + 5.0 h_x + ptcoa_x --> fadh2_x + pt2coa_x	1.3.8.7,1.3.8.8	1870.995	0.0
R653_num7	0.0	fad_x + 5.0 h_x + ptcoa_x --> fadh2_x + pt2coa_x	1.3.8.7,1.3.8.8	373.902	0.0
R653_num6	0.0	fad_x + 5.0 h_x + ptcoa_x --> fadh2_x + pt2coa_x	1.3.8.7,1.3.8.8	222.171	0.0
R653_num5	0.0	fad_x + 5.0 h_x + ptcoa_x --> fadh2_x + pt2coa_x	1.3.8.7,1.3.8.8	2146.979	0.0
R653_num4	0.0	fad_x + 5.0 h_x + ptcoa_x --> fadh2_x + pt2coa_x	1.3.8.7,1.3.8.8	642.068	0.0
R653_num3	0.0	fad_x + 5.0 h_x + ptcoa_x --> fadh2_x + pt2coa_x	1.3.8.7,1.3.8.8	1195.148	0.0
R653_num2	0.0	fad_x + 5.0 h_x + ptcoa_x --> fadh2_x + pt2coa_x	1.3.8.7,1.3.8.8	241.436	0.0
R652_num8	0.0	C70COA_x + fad_x + h_x --> C7DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	2045.777	0.0
R652_num7	0.0	C70COA_x + fad_x + h_x --> C7DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	352.291	0.0
R652_num6	0.0	C70COA_x + fad_x + h_x --> C7DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	197.231	0.0
R652_num5	0.0	C70COA_x + fad_x + h_x --> C7DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	2418.476	0.0
R652_num4	0.0	C70COA_x + fad_x + h_x --> C7DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	569.99	0.0
R652_num3	0.0	C70COA_x + fad_x + h_x --> C7DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	1428.869	0.0
R652_num2	0.0	C70COA_x + fad_x + h_x --> C7DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	220.809	0.0
R651_num8	0.0	fad_x + h_x + nndccoa_x --> C9DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	2045.777	0.0
R651_num7	0.0	fad_x + h_x + nndccoa_x --> C9DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	352.291	0.0
R651_num6	0.0	fad_x + h_x + nndccoa_x --> C9DCOA_x + fadh2_x	1.3.8.7,1.3.8.8	197.231	0.0
R654_num2	0.0	C20DCOA_x + h2o_x --> 3heicoscoa_x	4.2.1.17,4.2.1.74	351.066	0.0
R654_num4	0.0	C20DCOA_x + h2o_x --> 3heicoscoa_x	4.2.1.17,4.2.1.74	1428.869	0.0
R662_num2	0.0	C17DCOA_x + h2o_x --> C17HCOA_x	4.2.1.17,4.2.1.74	351.066	0.0
R654_num5	0.0	C20DCOA_x + h2o_x --> 3heicoscoa_x	4.2.1.17,4.2.1.74	722.551	0.0
R661_num3	0.0	C19OCOA_x + coa_x --> accoa_x + hepdcoa_x	2.3.1.16	784.461	0.0
R661_num2	0.0	C19OCOA_x + coa_x --> accoa_x + hepdcoa_x	2.3.1.16	828.282	0.0
R660_num2	0.0	C19HCOA_x + nad_x --> C19OCOA_x + h_x + nadh_x	1.1.1.35,1.1.1.211	722.551	0.0
R659_num7	0.0	C19DCOA_x + h2o_x --> C19HCOA_x	4.2.1.17,4.2.1.74	821.104	0.0
R659_num6	0.0	C19DCOA_x + h2o_x --> C19HCOA_x	4.2.1.17,4.2.1.74	763.402	0.0
R659_num5	0.0	C19DCOA_x + h2o_x --> C19HCOA_x	4.2.1.17,4.2.1.74	722.551	0.0
R659_num4	0.0	C19DCOA_x + h2o_x --> C19HCOA_x	4.2.1.17,4.2.1.74	1428.869	0.0
R659_num3	0.0	C19DCOA_x + h2o_x --> C19HCOA_x	4.2.1.17,4.2.1.74	900.976	0.0
R659_num2	0.0	C19DCOA_x + h2o_x --> C19HCOA_x	4.2.1.17,4.2.1.74	351.066	0.0
R658_num3	0.0	3ohodcoa_x + coa_x --> accoa_x + pmtcoa_x	2.3.1.16	582.488	0.0
R658_num2	0.0	3ohodcoa_x + coa_x --> accoa_x + pmtcoa_x	2.3.1.16	633.61	0.0
R657_num2	0.0	CE2248_x + nad_x --> 3ohodcoa_x + h_x + nadh_x	1.1.1.35,1.1.1.211	743.732	0.0
R656_num3	0.0	C20OCOA_x + coa_x --> accoa_x + stcoa_x	2.3.1.16	784.461	0.0
R656_num2	0.0	C20OCOA_x + coa_x --> accoa_x + stcoa_x	2.3.1.16	828.282	0.0
R655_num2	0.0	3heicoscoa_x + nad_x --> C20OCOA_x + h_x + nadh_x	1.1.1.35,1.1.1.211	722.551	0.0
R654_num7	0.0	C20DCOA_x + h2o_x --> 3heicoscoa_x	4.2.1.17,4.2.1.74	821.104	0.0
R654_num6	0.0	C20DCOA_x + h2o_x --> 3heicoscoa_x	4.2.1.17,4.2.1.74	763.402	0.0
R801_num3	0.0	2.0 gthrd_c + h2o2_c --> gthox_c + 2.0 h2o_c	1.11.1.9	1375.149	0.0
R804_num3	0.0	glyald_c + h_c + nadph_c --> glyc_c + nadp_c	1.1.1.2,1.1.1.21,1.1.1.72,1.1.1.372	1096.346	0.0
R804_num2	0.0	glyald_c + h_c + nadph_c --> glyc_c + nadp_c	1.1.1.2,1.1.1.21,1.1.1.72,1.1.1.372	2098.248	0.0
R1089_num4	0.0	C01997_c + h2o_c + nad_c --> C02415_c + C20658_c + h_c + ncam_c	2.3.1.286	196.165	0.0
R1089_num2	0.0	C01997_c + h2o_c + nad_c --> C02415_c + C20658_c + h_c + ncam_c	2.3.1.286	1074.038	0.0
R1084_num3	0.0	h2o_c + nicrnt_c --> nicrns_c + pi_c	3.1.3.5,3.1.3.-	2399.505	0.0
R1084_num2	0.0	h2o_c + nicrnt_c --> nicrns_c + pi_c	3.1.3.5,3.1.3.-	94.617	0.0
R1083_num3	0.0	h2o_c + nmn_c --> pi_c + rnam_c	3.1.3.5,3.1.3.-	2399.505	0.0
R1083_num2	0.0	h2o_c + nmn_c --> pi_c + rnam_c	3.1.3.5,3.1.3.-	94.617	0.0
R1082_num2	0.0	h2o_c + nad_c --> adprib_c + h_c + ncam_c	3.2.2.5,3.2.2.6,3.5.1.-	249.301	0.0
R1078_num3	0.0	atp_c + nad_c --> adp_c + h_c + nadp_c	2.7.1.23	676.056	0.0
R1078_num2	0.0	atp_c + nad_c --> adp_c + h_c + nadp_c	2.7.1.23	855.833	0.0
R1077_num2	0.0	dnad_c + h2o_c --> amp_c + 2.0 h_c + nicrnt_c	3.6.1.9,3.6.1.22	266.405	0.0
R1074_num2	0.0	h2o_c + nad_c --> amp_c + 2.0 h_c + nmn_c	3.6.1.9,3.6.1.22	258.591	0.0
R1071_num2	0.0	2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c	2.4.2.19	32.603	0.0
R1052_num2	0.0	HISTONE_ACETYL_LYSINE_c + h2o_c + nad_c --> C02415_c + C20658_c + ncam_c		1074.038	0.0
R1046_num4	0.0	h_c + mthgxl_c + nadph_c --> lald__L_c + nadp_c	1.1.1.283	1878.531	0.0
R1046_num3	0.0	h_c + mthgxl_c + nadph_c --> lald__L_c + nadp_c	1.1.1.283	454.769	0.0
R1046_num2	0.0	h_c + mthgxl_c + nadph_c --> lald__L_c + nadp_c	1.1.1.283	3709.758	0.0
R1044_num2	0.0	fdp_B_c --> dhap_c + g3p_c	4.1.2.13	825.325	0.0
R1041_num3	0.0	fald_c + gthrd_c + nad_c --> Sfglutth_c + h_c + nadh_c	1.1.1.284	2815.049	0.0
R1089_num3	0.0	C01997_c + h2o_c + nad_c --> C02415_c + C20658_c + h_c + ncam_c	2.3.1.286	955.66	0.0
R1089_num5	0.0	C01997_c + h2o_c + nad_c --> C02415_c + C20658_c + h_c + ncam_c	2.3.1.286	829.025	0.0
R1039_num3	0.0	hmgth_c + nad_c --> Sfglutth_c + h_c + nadh_c	1.1.1.284	4023.721	0.0
R1089_num6	0.0	C01997_c + h2o_c + nad_c --> C02415_c + C20658_c + h_c + ncam_c	2.3.1.286	345.889	0.0
R1105_num2	0.0	h_x + mlthf_x + nadph_x --> 5mthf_x + nadp_x	1.5.1.20	110.923	0.0
R1102_num3	0.0	atp_m + cbm_m --> adp_m + cbp_m		713.239	0.0
R1102_num2	0.0	atp_m + cbm_m --> adp_m + cbp_m		76.572	0.0
R1098_num3	0.0	h_c + hco3_c --> co2_c + h2o_c	4.2.1.1	3733.214	0.0
R1098_num2	0.0	h_c + hco3_c --> co2_c + h2o_c	4.2.1.1	5136.898	0.0
R1095_num4	0.0	h_c + nadh_c + no3_c --> h2o_c + nad_c + no2_c	1.7.1.1,1.7.1.2	496.15	0.0
R1095_num3	0.0	h_c + nadh_c + no3_c --> h2o_c + nad_c + no2_c	1.7.1.1,1.7.1.2	3628.106	0.0
R1095_num2	0.0	h_c + nadh_c + no3_c --> h2o_c + nad_c + no2_c	1.7.1.1,1.7.1.2	296.428	0.0
R1094_num4	0.0	h_c + nadph_c + no3_c --> h2o_c + nadp_c + no2_c	1.7.1.2,1.7.1.3	308.146	0.0
R1094_num3	0.0	h_c + nadph_c + no3_c --> h2o_c + nadp_c + no2_c	1.7.1.2,1.7.1.3	3388.622	0.0
R1094_num2	0.0	h_c + nadph_c + no3_c --> h2o_c + nadp_c + no2_c	1.7.1.2,1.7.1.3	324.119	0.0
R1092_num2	0.0	h2o_c + rnam_c --> h_c + ncam_c + rib__D_c	3.2.2.3	2107.64	0.0
R1090_num6	0.0	C20743_c + h2o_c + nad_c --> C20658_c + h_c + ncam_c + pcollglys_c	2.3.1.286	154.835	0.0
R1090_num5	0.0	C20743_c + h2o_c + nad_c --> C20658_c + h_c + ncam_c + pcollglys_c	2.3.1.286	433.901	0.0
R1090_num4	0.0	C20743_c + h2o_c + nad_c --> C20658_c + h_c + ncam_c + pcollglys_c	2.3.1.286	153.898	0.0
R1090_num3	0.0	C20743_c + h2o_c + nad_c --> C20658_c + h_c + ncam_c + pcollglys_c	2.3.1.286	403.068	0.0
R1090_num2	0.0	C20743_c + h2o_c + nad_c --> C20658_c + h_c + ncam_c + pcollglys_c	2.3.1.286	569.728	0.0
R1041_num2	0.0	fald_c + gthrd_c + nad_c --> Sfglutth_c + h_c + nadh_c	1.1.1.284	981.879	0.0
R1039_num2	0.0	hmgth_c + nad_c --> Sfglutth_c + h_c + nadh_c	1.1.1.284	897.992	0.0
R1111_num2	0.0	atp_m + for_m + thf_m --> 10fthf_m + adp_m + pi_m	6.3.4.3	102.039	0.0
R1023_num2	0.0	C05544_c + amet_c --> Ndmelys_c + ahcys_c + h_c	2.1.1.43,2.1.1.59,2.1.1.60	55.537	0.0
R1022_num8	0.0	amet_c + pcollglys_c --> C05544_c + ahcys_c + h_c	2.1.1.43,2.1.1.59,2.1.1.60	15.182	0.0
R1022_num7	0.0	amet_c + pcollglys_c --> C05544_c + ahcys_c + h_c	2.1.1.43,2.1.1.59,2.1.1.60	14.451	0.0
R1022_num6	0.0	amet_c + pcollglys_c --> C05544_c + ahcys_c + h_c	2.1.1.43,2.1.1.59,2.1.1.60	20.618	0.0
R1022_num5	0.0	amet_c + pcollglys_c --> C05544_c + ahcys_c + h_c	2.1.1.43,2.1.1.59,2.1.1.60	28.612	0.0
R1022_num4	0.0	amet_c + pcollglys_c --> C05544_c + ahcys_c + h_c	2.1.1.43,2.1.1.59,2.1.1.60	12.779	0.0
R1022_num3	0.0	amet_c + pcollglys_c --> C05544_c + ahcys_c + h_c	2.1.1.43,2.1.1.59,2.1.1.60	14.87	0.0
R1022_num2	0.0	amet_c + pcollglys_c --> C05544_c + ahcys_c + h_c	2.1.1.43,2.1.1.59,2.1.1.60	8.738	0.0
R1014_num3	0.0	h2o_m + nad_m + saccrp__L_m --> akg_m + h_m + lys__L_m + nadh_m	1.5.1.7	741.336	0.0
R1014_num2	0.0	h2o_m + nad_m + saccrp__L_m --> akg_m + h_m + lys__L_m + nadh_m	1.5.1.7	82.392	0.0
R1012_num7	0.0	2oxoadp_m + glu__L_m --> L2aadp_m + akg_m	2.6.1.39	5757.63	0.0
R1012_num6	0.0	2oxoadp_m + glu__L_m --> L2aadp_m + akg_m	2.6.1.39	5534.672	0.0
R1012_num5	0.0	2oxoadp_m + glu__L_m --> L2aadp_m + akg_m	2.6.1.39	695.024	0.0
R1012_num4	0.0	2oxoadp_m + glu__L_m --> L2aadp_m + akg_m	2.6.1.39	2131.663	0.0
R1012_num3	0.0	2oxoadp_m + glu__L_m --> L2aadp_m + akg_m	2.6.1.39	1473.125	0.0
R1012_num2	0.0	2oxoadp_m + glu__L_m --> L2aadp_m + akg_m	2.6.1.39	1165.279	0.0
R1010_num4	0.0	C05560_x + C11482_x --> C05535_x + amp_x + 2.0 h_c	1.2.1.95	3.577	0.0
R1010_num3	0.0	C05560_x + C11482_x --> C05535_x + amp_x + 2.0 h_c	1.2.1.95	2.614	0.0
R1022_num9	0.0	amet_c + pcollglys_c --> C05544_c + ahcys_c + h_c	2.1.1.43,2.1.1.59,2.1.1.60	28.679	0.0
R1023_num3	0.0	C05544_c + amet_c --> Ndmelys_c + ahcys_c + h_c	2.1.1.43,2.1.1.59,2.1.1.60	70.18	0.0
R1033_num2	0.0	cit_m --> icit_m	4.2.1.3	169.385	0.0
R1023_num4	0.0	C05544_c + amet_c --> Ndmelys_c + ahcys_c + h_c	2.1.1.43,2.1.1.59,2.1.1.60	50.258	0.0
R1031_num2	0.0	PROP_c + atp_c + coa_c --> amp_c + ppcoa_c + ppi_c	6.2.1.1,6.2.1.17	524.697	0.0
R1030_num2	0.0	PROP_m + atp_m + coa_m --> amp_m + ppcoa_m + ppi_m	6.2.1.1,6.2.1.17	524.697	0.0
R1029_num3	0.0	2oxoadp_m + coa_m + nad_m --> co2_m + glutcoa_m + nadh_m		223.279	0.0
R1029_num2	0.0	2oxoadp_m + coa_m + nad_m --> co2_m + glutcoa_m + nadh_m		3082.942	0.0
R1024_num9	0.0	Ndmelys_c + amet_c --> Ntmelys_c + ahcys_c	2.1.1.43,2.1.1.59,2.1.1.60	275.504	0.0
R1024_num8	0.0	Ndmelys_c + amet_c --> Ntmelys_c + ahcys_c	2.1.1.43,2.1.1.59,2.1.1.60	105.115	0.0
R1024_num7	0.0	Ndmelys_c + amet_c --> Ntmelys_c + ahcys_c	2.1.1.43,2.1.1.59,2.1.1.60	134.27	0.0
R1024_num6	0.0	Ndmelys_c + amet_c --> Ntmelys_c + ahcys_c	2.1.1.43,2.1.1.59,2.1.1.60	78.431	0.0
R1024_num5	0.0	Ndmelys_c + amet_c --> Ntmelys_c + ahcys_c	2.1.1.43,2.1.1.59,2.1.1.60	165.7	0.0
